50, 6.0, 6.0, 64.0, 100.0
51, -164.0, -11.0, 88.0, 55.0
52, 110.0, 16.0, 61.0, 85.0
53, -94.0, -6.0, 51.0, 71.0
54, -60.0, -2.0, 79.0, 60.0
55, -55.0, 5.0, 74.0, 62.0
56, 1.0, -3.0, 75.0, 92.0
57, -151.0, 0.0, 49.0, 83.0
58, 77.0, 2.0, 73.0, 60.0
59, 8.0, 13.0, 86.0, 74.0
60, -72.0, 6.0, 36.0, 63.0
61, -150.0, 1.0, 77.0, 74.0
62, -131.0, 6.0, 68.0, 62.0
63, 32.0, 17.0, 70.0, 76.0
64, 42.0, -10.0, 96.0, 74.0
65, -185.0, 11.0, 74.0, 77.0
66, -50.0, 13.0, 45.0, 86.0
67, -17.0, -4.0, 53.0, 55.0
68, 43.0, 0.0, 73.0, 73.0
69, 108.0, 13.0, 50.0, 58.0
70, 102.0, 16.0, 76.0, 72.0
71, 79.0, 9.0, 71.0, 75.0
72, -35.0, 14.0, 64.0, 61.0
73, 45.0, 22.0, 66.0, 75.0
74, -61.0, -9.0, 69.0, 74.0
75, -37.0, 0.0, 72.0, 77.0
76, -101.0, -2.0, 59.0, 88.0
77, 82.0, 3.0, 72.0, 65.0
78, -145.0, 1.0, 65.0, 51.0
79, -11.0, -5.0, 42.0, 92.0
80, 276.0, 0.0, 87.0, 85.0
81, -170.0, 11.0, 56.0, 65.0
82, -70.0, 8.0, 63.0, 64.0
83, 82.0, -2.0, 67.0, 56.0
84, -55.0, 6.0, 73.0, 81.0
85, -243.0, -10.0, 75.0, 80.0
86, -26.0, -10.0, 52.0, 81.0
87, -44.0, 8.0, 59.0, 72.0
88, -162.0, 32.0, 81.0, 91.0
89, -14.0, 19.0, 66.0, 64.0
90, 0.0, -6.0, 82.0, 68.0
91, -73.0, 11.0, 72.0, 77.0
92, -107.0, 8.0, 59.0, 75.0
93, 20.0, 21.0, 84.0, 63.0
94, 91.0, -6.0, 53.0, 74.0
95, -17.0, 8.0, 78.0, 63.0
96, -175.0, 7.0, 59.0, 58.0
97, 79.0, 24.0, 58.0, 76.0
98, 190.0, 10.0, 79.0, 54.0
99, -9.0, 12.0, 68.0, 75.0
100, 12.0, -5.0, 76.0, 68.0
101, -182.0, -9.0, 53.0, 78.0
102, 229.0, 2.0, 64.0, 71.0
103, 104.0, 11.0, 76.0, 76.0
104, -42.0, 7.0, 84.0, 82.0
105, 64.0, -5.0, 64.0, 92.0
106, -139.0, 1.0, 87.0, 80.0
107, -79.0, 5.0, 88.0, 83.0
108, -9.0, -6.0, 86.0, 66.0
109, -130.0, -2.0, 88.0, 56.0
110, -143.0, 12.0, 63.0, 78.0
111, -5.0, 17.0, 73.0, 79.0
112, -86.0, -8.0, 64.0, 66.0
113, 216.0, 9.0, 64.0, 83.0
114, -32.0, -6.0, 69.0, 51.0
115, -16.0, -13.0, 63.0, 58.0
116, -231.0, -26.0, 73.0, 81.0
117, -5.0, 12.0, 85.0, 60.0
118, -62.0, 16.0, 77.0, 80.0
119, 71.0, 0.0, 77.0, 74.0
120, -77.0, -1.0, 63.0, 62.0
121, -160.0, -4.0, 68.0, 48.0
122, -117.0, -10.0, 65.0, 50.0
123, 2.0, 13.0, 73.0, 62.0
124, 121.0, -5.0, 76.0, 63.0
125, -212.0, -28.0, 91.0, 79.0
126, 48.0, 8.0, 61.0, 64.0
127, -44.0, 0.0, 57.0, 74.0
128, 70.0, -1.0, 69.0, 63.0
129, 181.0, 10.0, 93.0, 76.0
130, 88.0, 0.0, 72.0, 77.0
131, -36.0, 11.0, 68.0, 76.0
132, 72.0, 6.0, 56.0, 71.0
133, 160.0, 7.0, 52.0, 79.0
134, -126.0, 10.0, 75.0, 56.0
135, -79.0, 2.0, 59.0, 55.0
136, 54.0, 20.0, 58.0, 85.0
137, 109.0, 11.0, 46.0, 94.0
138, -84.0, 9.0, 62.0, 61.0
139, -169.0, -9.0, 51.0, 88.0
140, -41.0, -18.0, 66.0, 64.0
141, 22.0, 6.0, 54.0, 56.0
142, -14.0, 12.0, 68.0, 68.0
143, -65.0, 3.0, 63.0, 76.0
144, 61.0, 0.0, 63.0, 74.0
145, -104.0, 9.0, 76.0, 56.0
146, 165.0, 0.0, 58.0, 72.0
147, -7.0, 0.0, 77.0, 77.0
148, -54.0, -2.0, 73.0, 66.0
149, -60.0, -11.0, 71.0, 66.0
150, -60.0, 4.0, 84.0, 65.0
151, 202.0, 0.0, 59.0, 68.0
152, 31.0, 7.0, 50.0, 63.0
153, -53.0, 4.0, 77.0, 63.0
154, -11.0, 6.0, 71.0, 58.0
155, 239.0, -2.0, 48.0, 75.0
156, 60.0, -4.0, 57.0, 67.0
157, 18.0, 6.0, 63.0, 79.0
158, 86.0, -4.0, 62.0, 73.0
159, 41.0, -6.0, 47.0, 47.0
160, 94.0, -1.0, 84.0, 79.0
161, -137.0, 4.0, 56.0, 83.0
162, -52.0, 18.0, 65.0, 49.0
163, 62.0, -8.0, 81.0, 70.0
164, 154.0, 7.0, 50.0, 75.0
165, -98.0, -6.0, 57.0, 62.0
166, -200.0, 6.0, 65.0, 82.0
167, -57.0, -18.0, 78.0, 72.0
168, -185.0, 0.0, 80.0, 59.0
169, -90.0, 15.0, 51.0, 67.0
170, -86.0, 16.0, 72.0, 89.0
171, -37.0, -10.0, 78.0, 61.0
172, 23.0, -8.0, 78.0, 74.0
173, -240.0, 4.0, 54.0, 70.0
174, 182.0, -7.0, 75.0, 98.0
175, 55.0, 6.0, 63.0, 82.0
176, 102.0, 17.0, 67.0, 87.0
177, 13.0, -8.0, 72.0, 84.0
178, -76.0, -3.0, 66.0, 72.0
179, 53.0, -11.0, 55.0, 79.0
180, -65.0, 11.0, 62.0, 80.0
181, -171.0, 12.0, 65.0, 76.0
182, 9.0, 15.0, 65.0, 71.0
183, 51.0, 6.0, 73.0, 58.0
184, 110.0, 25.0, 65.0, 97.0
185, -73.0, 9.0, 101.0, 79.0
186, -111.0, 1.0, 61.0, 67.0
187, -94.0, 17.0, 63.0, 70.0
188, -35.0, -10.0, 59.0, 67.0
189, 144.0, -12.0, 69.0, 65.0
190, -11.0, 10.0, 72.0, 73.0
191, 43.0, 18.0, 65.0, 74.0
192, 147.0, 17.0, 71.0, 77.0
193, 165.0, -17.0, 74.0, 72.0
194, 12.0, 21.0, 69.0, 55.0
195, 65.0, -11.0, 76.0, 86.0
196, 7.0, 8.0, 68.0, 81.0
197, 109.0, 2.0, 80.0, 94.0
198, -44.0, 0.0, 61.0, 53.0
199, 78.0, -12.0, 76.0, 48.0
200, -35.0, 8.0, 74.0, 75.0
201, 19.0, 6.0, 75.0, 68.0
202, 31.0, -13.0, 59.0, 54.0
203, 66.0, 7.0, 82.0, 67.0
204, -151.0, -2.0, 67.0, 86.0
205, -59.0, -19.0, 77.0, 66.0
206, -141.0, -11.0, 59.0, 59.0
207, -104.0, -10.0, 66.0, 75.0
208, -42.0, 9.0, 74.0, 50.0
209, -9.0, 10.0, 77.0, 65.0
210, -54.0, -4.0, 75.0, 73.0
211, 78.0, 4.0, 63.0, 65.0
212, -149.0, 2.0, 65.0, 57.0
213, -48.0, 8.0, 69.0, 68.0
214, 117.0, -11.0, 51.0, 79.0
215, -32.0, -1.0, 81.0, 65.0
216, -27.0, 3.0, 61.0, 63.0
217, 45.0, 2.0, 56.0, 67.0
218, 111.0, -7.0, 70.0, 81.0
219, 143.0, 1.0, 65.0, 73.0
220, -39.0, -3.0, 48.0, 78.0
221, -73.0, 18.0, 57.0, 61.0
222, -14.0, 5.0, 55.0, 77.0
223, 150.0, -8.0, 77.0, 59.0
224, 167.0, -17.0, 76.0, 60.0
225, 33.0, 13.0, 75.0, 61.0
226, 54.0, 5.0, 59.0, 71.0
227, -39.0, 0.0, 82.0, 81.0
228, 23.0, 3.0, 61.0, 78.0
229, -217.0, -6.0, 68.0, 78.0
230, -60.0, -1.0, 60.0, 74.0
231, 106.0, -12.0, 79.0, 73.0
232, 242.0, -17.0, 70.0, 79.0
233, -55.0, -8.0, 59.0, 79.0
234, 183.0, -1.0, 71.0, 72.0
235, -163.0, 0.0, 69.0, 74.0
236, -91.0, -24.0, 75.0, 84.0
237, -185.0, 3.0, 68.0, 61.0
238, 105.0, 8.0, 76.0, 96.0
239, 74.0, 5.0, 73.0, 50.0
240, 105.0, 0.0, 59.0, 91.0
241, 81.0, 11.0, 89.0, 45.0
242, -110.0, -5.0, 72.0, 67.0
243, -74.0, 5.0, 38.0, 72.0
244, 57.0, -18.0, 82.0, 82.0
245, 232.0, 10.0, 91.0, 72.0
246, 64.0, 14.0, 82.0, 74.0
247, -265.0, 3.0, 80.0, 72.0
248, -112.0, -1.0, 72.0, 74.0
249, -72.0, 4.0, 78.0, 90.0
250, 1.0, -2.0, 76.0, 73.0
251, 59.0, 23.0, 72.0, 83.0
252, -34.0, 24.0, 61.0, 64.0
253, -97.0, 9.0, 71.0, 68.0
254, -33.0, 4.0, 71.0, 85.0
255, -119.0, 0.0, 58.0, 68.0
0, -130.0, 3.0, 62.0, 68.0
1, -94.0, 0.0, 65.0, 82.0
2, -1.0, 0.0, 54.0, 69.0
3, -126.0, 8.0, 67.0, 77.0
4, 120.0, 4.0, 79.0, 67.0
5, -8.0, 24.0, 62.0, 74.0
6, 3.0, -13.0, 81.0, 58.0
7, -2.0, 32.0, 54.0, 45.0
8, 73.0, 17.0, 76.0, 87.0
9, 70.0, 2.0, 72.0, 78.0
10, 90.0, 9.0, 74.0, 78.0
11, -78.0, 2.0, 70.0, 58.0
12, 72.0, 3.0, 67.0, 73.0
13, -33.0, 3.0, 60.0, 82.0
14, 12.0, 10.0, 67.0, 83.0
15, 55.0, 11.0, 58.0, 83.0
16, -89.0, 2.0, 94.0, 65.0
17, 71.0, -7.0, 81.0, 77.0
18, -67.0, 1.0, 44.0, 83.0
19, -97.0, -1.0, 89.0, 82.0
20, -86.0, 25.0, 81.0, 77.0
21, 90.0, 21.0, 63.0, 52.0
22, 107.0, 16.0, 69.0, 86.0
23, 102.0, 8.0, 63.0, 82.0
24, -69.0, 7.0, 58.0, 64.0
25, -53.0, -7.0, 60.0, 78.0
26, 3.0, 6.0, 70.0, 68.0
27, 230.0, 11.0, 65.0, 65.0
28, 11.0, -1.0, 61.0, 59.0
29, 25.0, -2.0, 67.0, 51.0
30, -85.0, -11.0, 72.0, 73.0
31, -90.0, 9.0, 55.0, 69.0
32, 219.0, 0.0, 78.0, 67.0
33, -10.0, 10.0, 56.0, 55.0
34, 52.0, 6.0, 64.0, 83.0
35, 103.0, 18.0, 72.0, 67.0
36, 83.0, 8.0, 56.0, 66.0
37, -247.0, -16.0, 74.0, 64.0
38, 109.0, 13.0, 71.0, 91.0
39, -200.0, 8.0, 46.0, 69.0
40, -92.0, 18.0, 52.0, 55.0
41, -54.0, -8.0, 59.0, 86.0
42, -43.0, 0.0, 63.0, 63.0
43, 47.0, -1.0, 74.0, 77.0
44, 71.0, 10.0, 86.0, 80.0
45, 11.0, 4.0, 58.0, 71.0
46, 21.0, -4.0, 78.0, 57.0
47, -60.0, 21.0, 68.0, 38.0
48, 110.0, 23.0, 49.0, 67.0
49, 81.0, 14.0, 82.0, 75.0
50, -186.0, -5.0, 62.0, 66.0
51, 90.0, 13.0, 58.0, 70.0
52, -20.0, -10.0, 58.0, 50.0
53, -46.0, -5.0, 69.0, 81.0
54, 67.0, 15.0, 80.0, 60.0
55, -48.0, 0.0, 85.0, 80.0
56, 22.0, 9.0, 95.0, 76.0
57, -119.0, 1.0, 63.0, 67.0
58, 64.0, 13.0, 75.0, 78.0
59, -43.0, -5.0, 69.0, 50.0
60, 78.0, -2.0, 67.0, 68.0
61, -102.0, -3.0, 43.0, 74.0
62, -243.0, -5.0, 56.0, 63.0
63, -126.0, -9.0, 73.0, 71.0
64, 31.0, -7.0, 73.0, 61.0
65, 54.0, 8.0, 64.0, 67.0
66, 195.0, 14.0, 51.0, 79.0
67, -63.0, 1.0, 61.0, 64.0
68, -121.0, 12.0, 62.0, 76.0
69, 129.0, 6.0, 47.0, 67.0
70, 86.0, 0.0, 49.0, 90.0
71, -38.0, 20.0, 75.0, 58.0
72, -40.0, -10.0, 57.0, 64.0
73, 20.0, 16.0, 62.0, 84.0
74, 22.0, 10.0, 64.0, 79.0
75, -141.0, 13.0, 72.0, 65.0
76, -57.0, 0.0, 68.0, 91.0
77, -173.0, 7.0, 77.0, 70.0
78, 173.0, 3.0, 57.0, 62.0
79, -24.0, 17.0, 79.0, 80.0
80, -64.0, 2.0, 69.0, 58.0
81, 74.0, -14.0, 66.0, 55.0
82, 126.0, 5.0, 55.0, 91.0
83, 76.0, 10.0, 77.0, 78.0
84, -11.0, 4.0, 67.0, 84.0
85, 5.0, 7.0, 62.0, 72.0
86, 30.0, -2.0, 86.0, 88.0
87, -106.0, 34.0, 77.0, 53.0
88, -168.0, 12.0, 71.0, 75.0
89, 63.0, 1.0, 52.0, 71.0
90, 150.0, -1.0, 55.0, 81.0
91, 108.0, 17.0, 61.0, 82.0
92, -24.0, -2.0, 61.0, 78.0
93, -51.0, 4.0, 75.0, 63.0
94, -92.0, 14.0, 65.0, 95.0
95, 82.0, 16.0, 63.0, 85.0
96, -71.0, -3.0, 57.0, 81.0
97, 186.0, 1.0, 54.0, 71.0
98, 184.0, 8.0, 72.0, 81.0
99, 28.0, 2.0, 66.0, 73.0
100, 154.0, -7.0, 45.0, 98.0
101, 105.0, 21.0, 86.0, 53.0
102, -46.0, -2.0, 60.0, 75.0
103, -28.0, 16.0, 62.0, 73.0
104, -266.0, -12.0, 79.0, 71.0
105, -139.0, -9.0, 59.0, 68.0
106, 30.0, 2.0, 53.0, 76.0
107, -76.0, -9.0, 61.0, 70.0
108, -42.0, -6.0, 67.0, 68.0
109, 87.0, 3.0, 59.0, 94.0
110, 35.0, 13.0, 59.0, 73.0
111, 117.0, 9.0, 64.0, 56.0
112, -49.0, 20.0, 70.0, 73.0
113, -194.0, 8.0, 57.0, 88.0
114, -44.0, 22.0, 79.0, 80.0
115, 269.0, -7.0, 68.0, 60.0
116, 23.0, -8.0, 66.0, 74.0
117, 162.0, 5.0, 69.0, 62.0
118, 92.0, 3.0, 53.0, 63.0
119, 114.0, -4.0, 74.0, 62.0
120, 186.0, -3.0, 68.0, 75.0
121, -149.0, 13.0, 67.0, 70.0
122, -153.0, 13.0, 69.0, 66.0
123, 34.0, 5.0, 65.0, 69.0
124, 174.0, 17.0, 76.0, 62.0
125, 100.0, 9.0, 89.0, 51.0
126, -33.0, 11.0, 63.0, 55.0
127, -34.0, 8.0, 73.0, 70.0
128, 43.0, 0.0, 78.0, 61.0
129, 41.0, 8.0, 79.0, 66.0
130, 119.0, 6.0, 64.0, 63.0
131, 104.0, 7.0, 57.0, 96.0
132, 227.0, -1.0, 88.0, 48.0
133, 177.0, 15.0, 67.0, 49.0
134, 225.0, 17.0, 50.0, 70.0
135, -43.0, 3.0, 67.0, 55.0
136, -14.0, 0.0, 62.0, 83.0
137, -256.0, 7.0, 62.0, 67.0
138, 7.0, 9.0, 70.0, 62.0
139, -50.0, 16.0, 65.0, 82.0
140, 88.0, 10.0, 61.0, 68.0
141, 34.0, 20.0, 76.0, 68.0
142, 101.0, 7.0, 78.0, 71.0
143, -39.0, 7.0, 99.0, 69.0
144, 86.0, -5.0, 54.0, 69.0
145, -54.0, 6.0, 69.0, 84.0
146, -34.0, 4.0, 75.0, 49.0
147, 171.0, 28.0, 61.0, 61.0
148, -95.0, -3.0, 67.0, 54.0
149, -1.0, 4.0, 58.0, 56.0
150, -103.0, 15.0, 58.0, 53.0
151, 6.0, 10.0, 82.0, 68.0
152, 171.0, -11.0, 78.0, 75.0
153, -198.0, 3.0, 75.0, 63.0
154, 113.0, 0.0, 72.0, 49.0
155, 39.0, -4.0, 69.0, 72.0
156, 77.0, -16.0, 61.0, 83.0
157, 26.0, 9.0, 66.0, 76.0
158, 163.0, 4.0, 73.0, 84.0
159, -45.0, 14.0, 57.0, 54.0
160, 59.0, 3.0, 92.0, 69.0
161, 25.0, 2.0, 62.0, 63.0
162, 374.0, 5.0, 67.0, 64.0
163, 136.0, 12.0, 75.0, 63.0
164, -62.0, 20.0, 90.0, 78.0
165, -97.0, 3.0, 78.0, 70.0
166, 51.0, 16.0, 50.0, 66.0
167, -76.0, -8.0, 81.0, 54.0
168, 46.0, 0.0, 73.0, 65.0
169, -25.0, 14.0, 52.0, 55.0
170, 64.0, -10.0, 69.0, 58.0
171, -81.0, 1.0, 85.0, 83.0
172, 108.0, -3.0, 74.0, 102.0
173, -80.0, 7.0, 63.0, 66.0
174, 5.0, -9.0, 64.0, 75.0
175, 9.0, 0.0, 92.0, 42.0
176, -46.0, 0.0, 80.0, 60.0
177, 64.0, -1.0, 67.0, 56.0
178, -210.0, -3.0, 54.0, 68.0
179, -130.0, -7.0, 69.0, 62.0
180, 0.0, 0.0, 53.0, 77.0
181, 32.0, 20.0, 67.0, 82.0
182, -37.0, -2.0, 56.0, 63.0
183, 60.0, -2.0, 57.0, 76.0
184, 14.0, 13.0, 62.0, 58.0
185, 4.0, 3.0, 71.0, 85.0
186, 66.0, 16.0, 50.0, 79.0
187, 152.0, 6.0, 59.0, 65.0
188, 37.0, 23.0, 58.0, 77.0
189, 3.0, 4.0, 92.0, 82.0
190, 27.0, -18.0, 64.0, 71.0
191, 71.0, -4.0, 83.0, 75.0
192, -18.0, 15.0, 87.0, 53.0
193, 47.0, -12.0, 54.0, 90.0
194, 8.0, -1.0, 75.0, 78.0
195, -15.0, 9.0, 65.0, 68.0
196, -58.0, 6.0, 64.0, 86.0
197, -73.0, -9.0, 85.0, 63.0
198, -67.0, 9.0, 91.0, 86.0
199, -122.0, -14.0, 70.0, 55.0
200, 150.0, 15.0, 57.0, 63.0
201, 111.0, 12.0, 62.0, 90.0
202, -193.0, -12.0, 82.0, 92.0
203, 10.0, 0.0, 60.0, 76.0
204, 3.0, 1.0, 51.0, 63.0
205, -4.0, 7.0, 51.0, 55.0
206, -115.0, 15.0, 86.0, 52.0
207, 33.0, 14.0, 60.0, 69.0
208, -63.0, 13.0, 66.0, 79.0
209, 163.0, -2.0, 75.0, 82.0
210, 50.0, 10.0, 79.0, 47.0
211, 133.0, -3.0, 60.0, 50.0
212, 35.0, 9.0, 57.0, 67.0
213, 56.0, 9.0, 62.0, 71.0
214, 55.0, -3.0, 75.0, 69.0
215, 0.0, 5.0, 64.0, 85.0
216, -99.0, 2.0, 57.0, 69.0
217, 17.0, -15.0, 67.0, 75.0
218, 89.0, -19.0, 50.0, 90.0
219, 227.0, 10.0, 86.0, 55.0
220, -103.0, -6.0, 64.0, 62.0
221, 156.0, -16.0, 84.0, 74.0
222, 8.0, -6.0, 62.0, 71.0
223, -16.0, 23.0, 59.0, 71.0
224, 191.0, 0.0, 63.0, 69.0
225, -167.0, 10.0, 53.0, 73.0
226, -20.0, 28.0, 76.0, 79.0
227, 36.0, -5.0, 68.0, 79.0
228, -165.0, -12.0, 63.0, 73.0
229, -82.0, 16.0, 65.0, 62.0
230, 8.0, -10.0, 83.0, 60.0
231, -26.0, -9.0, 84.0, 96.0
232, 52.0, -1.0, 52.0, 81.0
233, 87.0, 4.0, 62.0, 82.0
234, -52.0, 7.0, 72.0, 83.0
235, 108.0, 4.0, 103.0, 75.0
236, 36.0, 4.0, 71.0, 50.0
237, -17.0, 2.0, 77.0, 70.0
238, 50.0, 14.0, 51.0, 81.0
239, 39.0, 6.0, 57.0, 81.0
240, -133.0, 22.0, 67.0, 75.0
241, 33.0, 2.0, 82.0, 85.0
242, 84.0, 20.0, 81.0, 56.0
243, 78.0, 4.0, 59.0, 71.0
244, -73.0, 18.0, 69.0, 81.0
245, -139.0, -10.0, 62.0, 73.0
246, -15.0, 12.0, 81.0, 58.0
247, -83.0, 5.0, 68.0, 67.0
248, 82.0, 6.0, 70.0, 65.0
249, 105.0, 20.0, 69.0, 83.0
250, -73.0, 8.0, 73.0, 77.0
251, 161.0, -10.0, 68.0, 70.0
252, 38.0, 7.0, 67.0, 60.0
253, 50.0, 16.0, 83.0, 57.0
254, -109.0, 2.0, 52.0, 53.0
255, -187.0, 26.0, 85.0, 64.0
0, -14.0, 28.0, 61.0, 75.0
1, 106.0, -2.0, 60.0, 53.0
2, -129.0, 3.0, 71.0, 74.0
3, 162.0, 21.0, 72.0, 90.0
4, 66.0, 8.0, 48.0, 60.0
5, 114.0, 12.0, 69.0, 57.0
6, 101.0, -4.0, 74.0, 76.0
7, 114.0, 1.0, 59.0, 63.0
8, 17.0, 8.0, 46.0, 65.0
9, 44.0, -2.0, 58.0, 73.0
10, -56.0, -5.0, 82.0, 80.0
11, -205.0, 22.0, 69.0, 66.0
12, 29.0, 13.0, 69.0, 56.0
13, 204.0, 15.0, 50.0, 71.0
14, -18.0, -18.0, 75.0, 80.0
15, -41.0, 0.0, 71.0, 68.0
16, 85.0, 5.0, 65.0, 59.0
17, -72.0, 2.0, 60.0, 79.0
18, -67.0, 12.0, 72.0, 60.0
19, 12.0, -6.0, 66.0, 58.0
20, 29.0, 13.0, 72.0, 74.0
21, 105.0, -39.0, 62.0, 75.0
22, -85.0, -1.0, 59.0, 69.0
23, -32.0, 20.0, 70.0, 63.0
24, -158.0, 6.0, 71.0, 79.0
25, -1.0, -12.0, 73.0, 75.0
26, -106.0, -11.0, 74.0, 95.0
27, -39.0, -6.0, 53.0, 71.0
28, -128.0, 3.0, 76.0, 84.0
29, 112.0, 17.0, 76.0, 65.0
30, 128.0, -5.0, 49.0, 79.0
31, 188.0, 0.0, 80.0, 78.0
32, -144.0, -2.0, 59.0, 70.0
33, -64.0, 5.0, 66.0, 54.0
34, 27.0, 8.0, 75.0, 52.0
35, -26.0, 10.0, 57.0, 62.0
36, -156.0, 6.0, 78.0, 69.0
37, 104.0, 6.0, 61.0, 59.0
38, 10.0, 5.0, 62.0, 69.0
39, 32.0, 14.0, 78.0, 74.0
40, 174.0, 13.0, 43.0, 58.0
41, -25.0, 16.0, 79.0, 75.0
42, 128.0, -11.0, 76.0, 86.0
43, 40.0, 15.0, 86.0, 91.0
44, -17.0, -11.0, 48.0, 62.0
45, -107.0, 11.0, 75.0, 57.0
46, -119.0, 6.0, 50.0, 59.0
47, -10.0, -3.0, 76.0, 89.0
48, 24.0, 7.0, 80.0, 67.0
49, -123.0, -6.0, 55.0, 91.0
50, -1.0, 18.0, 61.0, 56.0
51, 74.0, 5.0, 60.0, 80.0
52, -12.0, -9.0, 56.0, 71.0
53, -41.0, 18.0, 75.0, 64.0
54, 144.0, 4.0, 84.0, 64.0
55, 238.0, -7.0, 75.0, 72.0
56, -71.0, -1.0, 85.0, 71.0
57, -1.0, 10.0, 72.0, 83.0
58, -41.0, 8.0, 55.0, 55.0
59, 36.0, 14.0, 79.0, 86.0
60, 48.0, 0.0, 51.0, 56.0
61, -48.0, 18.0, 60.0, 65.0
62, -47.0, 8.0, 49.0, 68.0
63, 91.0, -3.0, 72.0, 85.0
64, 116.0, 3.0, 71.0, 76.0
65, 177.0, 22.0, 76.0, 71.0
66, -161.0, -1.0, 77.0, 46.0
67, 144.0, -20.0, 63.0, 56.0
68, 77.0, 2.0, 61.0, 83.0
69, 76.0, 2.0, 43.0, 74.0
70, 136.0, -4.0, 75.0, 88.0
71, 45.0, -2.0, 56.0, 77.0
72, 40.0, 13.0, 85.0, 72.0
73, 223.0, 18.0, 67.0, 72.0
74, -103.0, 2.0, 94.0, 81.0
75, -77.0, 7.0, 75.0, 93.0
76, -87.0, -11.0, 74.0, 60.0
77, -92.0, 1.0, 66.0, 85.0
78, -158.0, 0.0, 62.0, 64.0
79, 18.0, 1.0, 67.0, 61.0
80, -92.0, -2.0, 57.0, 48.0
81, -245.0, 0.0, 80.0, 73.0
82, 43.0, -2.0, 82.0, 75.0
83, -206.0, -1.0, 57.0, 77.0
84, 125.0, -2.0, 64.0, 69.0
85, 88.0, 3.0, 52.0, 80.0
86, 33.0, 0.0, 60.0, 72.0
87, -29.0, 3.0, 67.0, 65.0
88, -5.0, 13.0, 49.0, 65.0
89, -227.0, 8.0, 65.0, 70.0
90, -80.0, -15.0, 69.0, 72.0
91, -67.0, 3.0, 83.0, 71.0
92, 132.0, 3.0, 64.0, 80.0
93, -161.0, 5.0, 66.0, 66.0
94, 68.0, 20.0, 82.0, 81.0
95, -14.0, 2.0, 56.0, 75.0
96, -32.0, 0.0, 48.0, 72.0
97, 179.0, -10.0, 65.0, 88.0
98, -135.0, -3.0, 84.0, 68.0
99, 12.0, 15.0, 60.0, 67.0
100, 72.0, 14.0, 76.0, 57.0
101, 0.0, 15.0, 65.0, 88.0
102, 33.0, 6.0, 62.0, 56.0
103, -178.0, 11.0, 52.0, 71.0
104, -243.0, -9.0, 60.0, 51.0
105, 104.0, -3.0, 59.0, 72.0
106, -36.0, -2.0, 63.0, 86.0
107, -171.0, -7.0, 64.0, 71.0
108, -31.0, -12.0, 64.0, 83.0
109, 45.0, 16.0, 58.0, 82.0
110, 49.0, 19.0, 61.0, 66.0
111, 14.0, -5.0, 53.0, 65.0
112, -180.0, -9.0, 52.0, 68.0
113, 166.0, 13.0, 62.0, 76.0
114, 45.0, -3.0, 71.0, 78.0
115, 24.0, 0.0, 70.0, 86.0
116, -11.0, -13.0, 83.0, 67.0
117, 24.0, -5.0, 62.0, 86.0
118, -76.0, 7.0, 60.0, 80.0
119, 39.0, 17.0, 74.0, 53.0
120, 32.0, 8.0, 76.0, 68.0
121, -51.0, -6.0, 79.0, 83.0
122, -92.0, 14.0, 71.0, 68.0
123, 104.0, 11.0, 66.0, 89.0
